Year,Month,Mon,Station,Gear,Catch,Effort
2007,Nov,11,51,Fyke,0.41,31
2007,Nov,11,51,Gillnet,2.451,14746
2007,Nov,11,52,Fyke,0.922,553
2007,Nov,11,52,Gillnet,12.672,37440
2008,Nov,11,47,Fyke,0.09,55
2008,Nov,11,47,Gillnet,7.408,36899
2008,Nov,11,47,Others,0.021,38
2008,Nov,11,51,Fyke,0.333,25
2008,Nov,11,51,Gillnet,1.249,8438
2008,Nov,11,52,Fyke,0.705,412
2008,Nov,11,52,Gillnet,8.658,30831
2009,Nov,11,47,Fyke,1.014,265
2009,Nov,11,47,Gillnet,13.668,45281
2009,Nov,11,51,Fyke,0.154,944
2009,Nov,11,51,Gillnet,1.188,9220
2009,Nov,11,52,Fyke,1.191,409
2009,Nov,11,52,Gillnet,11.496,36603
2009,Nov,11,52,Others,0.215,19
2010,Nov,11,47,Fyke,0.314,39
2010,Nov,11,47,Gillnet,11.182,30181
2010,Nov,11,51,Gillnet,0.651,4842
2010,Nov,11,52,Fyke,0.997,489
2010,Nov,11,52,Gillnet,9.482,28664
2011,Nov,11,47,Fyke,1.903,189
2011,Nov,11,47,Gillnet,29.133,42513
2011,Nov,11,47,Line,0.233,28
2011,Nov,11,47,Others,0.814,92
2011,Nov,11,51,Gillnet,7.208,16650
2011,Nov,11,52,Fyke,0.584,294
2011,Nov,11,52,Gillnet,13.968,34488
2012,Nov,11,47,Fyke,0.48,442
2012,Nov,11,47,Gillnet,15.196,42439
2012,Nov,11,47,Others,0.12,24
2012,Nov,11,51,Gillnet,2.618,6678
2012,Nov,11,52,Fyke,0.985,347
2012,Nov,11,52,Gillnet,7.656,28698
2013,Nov,11,47,Fyke,0.118,295
2013,Nov,11,47,Gillnet,6.991,39052
2013,Nov,11,47,Others,0.018,20
2013,Nov,11,51,Gillnet,0.296,2370
2013,Nov,11,52,Fyke,0.85,500
2013,Nov,11,52,Gillnet,6.357,26066
2013,Nov,11,52,Others,0.005,2
2014,Nov,11,47,Fyke,0.087,279
2014,Nov,11,47,Gillnet,16.522,39879
2014,Nov,11,47,Line,0.003,139
2014,Nov,11,51,Gillnet,3.312,7025
2014,Nov,11,52,Fyke,1.884,610
2014,Nov,11,52,Gillnet,8.947,26624
2014,Nov,11,52,Others,0.009,35
2015,Nov,11,47,Fyke,0.396,895
2015,Nov,11,47,Gillnet,8.833,33683
2015,Nov,11,51,Gillnet,1.473,4496
2015,Nov,11,51,Others,0.001,2
2015,Nov,11,52,Fyke,1.118,440
2015,Nov,11,52,Gillnet,4.812,22835
2015,Nov,11,52,Others,0.01,8
2016,Nov,11,47,Fyke,0.007,48
2016,Nov,11,47,Gillnet,8.834,23723
2016,Nov,11,51,Gillnet,3.868,7711
2016,Nov,11,52,Fyke,0.347,255
2016,Nov,11,52,Gillnet,4.703,19414
2017,Nov,11,47,Fyke,0.002,31
2017,Nov,11,47,Gillnet,7.063,38328
2017,Nov,11,47,Line,0.01,200
2017,Nov,11,51,Gillnet,1.325,2257
2017,Nov,11,52,Fyke,0.417,268
2017,Nov,11,52,Gillnet,3.506,16715
2017,Nov,11,52,Others,0.045,6
2018,Nov,11,47,Fyke,0.01,42
2018,Nov,11,47,Gillnet,14.903,47685
2018,Nov,11,51,Fyke,0.009,30
2018,Nov,11,51,Gillnet,3.49,4160
2018,Nov,11,52,Fyke,0.382,180
2018,Nov,11,52,Gillnet,6.346,19712
2018,Nov,11,52,Others,0.04,10
2019,Nov,11,47,Fyke,0.024,108
2019,Nov,11,47,Gillnet,8.854,25803
2019,Nov,11,51,Fyke,0.048,60
2019,Nov,11,51,Gillnet,2.09,1250
2019,Nov,11,52,Fyke,0.22,154
2019,Nov,11,52,Gillnet,5.114,11015
2019,Nov,11,52,Others,0.035,8
2020,Nov,11,47,Fyke,0.006,150
2020,Nov,11,47,Gillnet,10.834,27222
2020,Nov,11,51,Gillnet,3.206,1120
2020,Nov,11,52,Fyke,0.285,180
2020,Nov,11,52,Gillnet,5.415,13682
1998,Oct,10,47,Fyke,0.006,73
1998,Oct,10,47,Gillnet,7.368,22282
1998,Oct,10,51,Gillnet,7.085,18823
1998,Oct,10,52,Fyke,0.055,280
1998,Oct,10,52,Gillnet,15.678,35042
1999,Oct,10,47,Fyke,0.015,77
1999,Oct,10,47,Gillnet,10.592,32701
1999,Oct,10,51,Gillnet,16.764,28744
1999,Oct,10,52,Fyke,0.043,275
1999,Oct,10,52,Gillnet,25.778,33981
2000,Oct,10,47,Fyke,0.005,84
2000,Oct,10,47,Gillnet,5.942,28660
2000,Oct,10,51,Gillnet,13.7,31128
2000,Oct,10,52,Fyke,0.092,379
2000,Oct,10,52,Gillnet,19.465,33405
2001,Oct,10,47,Fyke,0.046,228
2001,Oct,10,47,Gillnet,11.395,39052
2001,Oct,10,51,Gillnet,14.505,27223
2001,Oct,10,52,Fyke,0.053,175
2001,Oct,10,52,Gillnet,17.429,32505
2002,Oct,10,47,Fyke,0.062,262
2002,Oct,10,47,Gillnet,28.225,45821
2002,Oct,10,47,Others,0.041,23
2002,Oct,10,51,Gillnet,21.95,28401
2002,Oct,10,51,Trawl,1.887,15
2002,Oct,10,52,Fyke,0.074,389
2002,Oct,10,52,Gillnet,30.038,31310
2003,Oct,10,47,Fyke,0.125,351
2003,Oct,10,47,Gillnet,18.291,49036
2003,Oct,10,51,Gillnet,19.224,31228
2003,Oct,10,52,Fyke,0.161,288
2003,Oct,10,52,Gillnet,27.134,51312
2004,Oct,10,47,Fyke,0.267,489
2004,Oct,10,47,Gillnet,11.929,42856
2004,Oct,10,47,Others,0.206,35
2004,Oct,10,51,Gillnet,10.024,28115
2004,Oct,10,52,Fyke,0.185,357
2004,Oct,10,52,Gillnet,13.14,39097
2005,Oct,10,47,Fyke,0.348,459
2005,Oct,10,47,Gillnet,12.432,37892
2005,Oct,10,51,Fyke,0.229,23
2005,Oct,10,51,Gillnet,9.464,31697
2005,Oct,10,52,Fyke,0.352,457
2005,Oct,10,52,Gillnet,10.534,30639
2006,Oct,10,47,Fyke,0.065,178
2006,Oct,10,47,Gillnet,11.361,38996
2006,Oct,10,47,Others,0.07,60
2006,Oct,10,51,Fyke,0.15,213
2006,Oct,10,51,Gillnet,6.565,17264
2006,Oct,10,52,Fyke,0.59,487
2006,Oct,10,52,Gillnet,14.997,28691
2007,Oct,10,47,Fyke,0.088,206
2007,Oct,10,47,Gillnet,10.757,39970
2007,Oct,10,47,Others,0.028,9
2007,Oct,10,51,Fyke,0.028,34
2007,Oct,10,51,Gillnet,4.386,20487
2007,Oct,10,52,Fyke,0.636,559
2007,Oct,10,52,Gillnet,10.099,29154
2008,Oct,10,47,Fyke,0.681,126
2008,Oct,10,47,Gillnet,10.319,43042
2008,Oct,10,51,Gillnet,3.198,15396
2008,Oct,10,52,Fyke,0.786,254
2008,Oct,10,52,Gillnet,5.68,20948
2009,Oct,10,47,Fyke,0.629,293
2009,Oct,10,47,Gillnet,17.239,53012
2009,Oct,10,51,Gillnet,2.343,10296
2009,Oct,10,52,Fyke,0.567,387
2009,Oct,10,52,Gillnet,8.064,26617
2009,Oct,10,52,Others,0.231,17
2010,Oct,10,47,Fyke,0.122,90
2010,Oct,10,47,Gillnet,21.434,56389
2010,Oct,10,51,Gillnet,3.594,17734
2010,Oct,10,52,Fyke,0.6,525
2010,Oct,10,52,Gillnet,8.055,27111
2011,Oct,10,47,Fyke,0.253,230
2011,Oct,10,47,Gillnet,29.567,53877
2011,Oct,10,47,Line,0.077,4
2011,Oct,10,47,Others,0.185,97
2011,Oct,10,51,Gillnet,6.701,18244
2011,Oct,10,52,Fyke,0.865,278
2011,Oct,10,52,Gillnet,14.035,22860
2012,Oct,10,47,Fyke,0.356,289
2012,Oct,10,47,Gillnet,12.206,47111
2012,Oct,10,47,Others,0.027,20
2012,Oct,10,51,Gillnet,3.597,15166
2012,Oct,10,51,Others,0.04,12
2012,Oct,10,52,Fyke,0.324,350
2012,Oct,10,52,Gillnet,6.066,22322
2013,Oct,10,47,Fyke,0.362,518
2013,Oct,10,47,Gillnet,11.839,49279
2013,Oct,10,47,Others,0.013,5
2013,Oct,10,51,Gillnet,2.086,7044
2013,Oct,10,52,Fyke,0.638,541
2013,Oct,10,52,Gillnet,7.826,27891
2013,Oct,10,52,Trawl,0.003,1
2013,Oct,10,52,Others,0.006,4
2014,Oct,10,47,Fyke,0.149,222
2014,Oct,10,47,Gillnet,17.506,42338
2014,Oct,10,47,Others,0.02,7
2014,Oct,10,51,Fyke,0.154,32
2014,Oct,10,51,Gillnet,3.71,10223
2014,Oct,10,52,Fyke,1.079,483
2014,Oct,10,52,Gillnet,8.382,30413
2014,Oct,10,52,Others,0.022,14
2015,Oct,10,47,Fyke,0.168,778
2015,Oct,10,47,Gillnet,13.66,35175
2015,Oct,10,51,Gillnet,2.142,8105
2015,Oct,10,52,Fyke,1.215,540
2015,Oct,10,52,Gillnet,5.038,21418
2015,Oct,10,52,Others,0.002,3
2016,Oct,10,47,Fyke,0.178,350
2016,Oct,10,47,Gillnet,18.536,46086
2016,Oct,10,47,Others,0.005,12
2016,Oct,10,51,Gillnet,3.024,7473
2016,Oct,10,52,Fyke,0.705,300
2016,Oct,10,52,Gillnet,3.231,13954
2017,Oct,10,47,Fyke,0.078,326
2017,Oct,10,47,Gillnet,6.55,46010
2017,Oct,10,51,Gillnet,1.697,5598
2017,Oct,10,52,Fyke,0.333,234
2017,Oct,10,52,Gillnet,2.373,10431
2017,Oct,10,52,Others,0.01,4
2018,Oct,10,47,Fyke,0.134,301
2018,Oct,10,47,Gillnet,25.271,54277
2018,Oct,10,47,Line,0.015,450
2018,Oct,10,51,Fyke,0.024,62
2018,Oct,10,51,Gillnet,4.763,6770
2018,Oct,10,52,Fyke,0.325,204
2018,Oct,10,52,Gillnet,3.437,10021
2019,Oct,10,47,Fyke,0.085,371
2019,Oct,10,47,Gillnet,15.98,49409
2019,Oct,10,47,Line,0.01,400
2019,Oct,10,51,Fyke,0.02,62
2019,Oct,10,51,Gillnet,4.636,4840
2019,Oct,10,52,Fyke,0.282,236
2019,Oct,10,52,Gillnet,2.935,7501
2019,Oct,10,52,Others,0.014,8
2020,Oct,10,47,Fyke,0.034,454
2020,Oct,10,47,Gillnet,8.636,30315
2020,Oct,10,51,Gillnet,3.707,3352
2020,Oct,10,52,Fyke,0.667,229
2020,Oct,10,52,Gillnet,4.56,7041
1998,Sep,9,47,Fyke,0.014,176
1998,Sep,9,47,Gillnet,1.157,15837
1998,Sep,9,51,Gillnet,1.21,7847
1998,Sep,9,52,Fyke,0.032,188
1998,Sep,9,52,Gillnet,6.554,16374
1999,Sep,9,47,Fyke,0.052,347
1999,Sep,9,47,Gillnet,4.313,14761
1999,Sep,9,51,Gillnet,1.106,16507
1999,Sep,9,52,Fyke,0.013,133
1999,Sep,9,52,Gillnet,11.061,18929
2000,Sep,9,47,Fyke,0.012,176
2000,Sep,9,47,Gillnet,4.325,17186
2000,Sep,9,51,Gillnet,4.511,15903
2000,Sep,9,52,Fyke,0.067,300
2000,Sep,9,52,Gillnet,6.587,16991
2001,Sep,9,47,Fyke,0.063,317
2001,Sep,9,47,Gillnet,3.468,24003
2001,Sep,9,51,Gillnet,0.636,9624
2001,Sep,9,52,Fyke,0.013,102
2001,Sep,9,52,Gillnet,7.188,14699
2002,Sep,9,47,Fyke,0.067,509
2002,Sep,9,47,Gillnet,9.094,23607
2002,Sep,9,51,Gillnet,0.987,10281
2002,Sep,9,52,Fyke,0.061,226
2002,Sep,9,52,Gillnet,9.652,13944
2003,Sep,9,47,Fyke,0.112,480
2003,Sep,9,47,Gillnet,7.92,33065
2003,Sep,9,51,Gillnet,2.173,14262
2003,Sep,9,52,Fyke,0.081,314
2003,Sep,9,52,Gillnet,11.034,22953
2004,Sep,9,47,Fyke,0.303,664
2004,Sep,9,47,Gillnet,3.364,24013
2004,Sep,9,47,Line,0.007,14
2004,Sep,9,47,Others,0.002,141
2004,Sep,9,51,Gillnet,3.386,11701
2004,Sep,9,52,Fyke,0.111,134
2004,Sep,9,52,Gillnet,5.814,14857
2005,Sep,9,47,Fyke,0.162,548
2005,Sep,9,47,Gillnet,8.721,27446
2005,Sep,9,47,Others,0.021,11
2005,Sep,9,51,Gillnet,2.805,17429
2005,Sep,9,52,Fyke,0.163,252
2005,Sep,9,52,Gillnet,5.413,14201
2006,Sep,9,47,Fyke,0.064,264
2006,Sep,9,47,Gillnet,2.966,23708
2006,Sep,9,47,Others,0.08,11
2006,Sep,9,51,Gillnet,0.855,10211
2006,Sep,9,52,Fyke,0.126,477
2006,Sep,9,52,Gillnet,4.605,14583
2007,Sep,9,47,Fyke,0.053,237
2007,Sep,9,47,Gillnet,4.062,29526
2007,Sep,9,51,Fyke,0.006,19
2007,Sep,9,51,Gillnet,0.459,8032
2007,Sep,9,52,Fyke,0.108,290
2007,Sep,9,52,Gillnet,3.166,11837
2008,Sep,9,47,Fyke,0.06,295
2008,Sep,9,47,Gillnet,7.129,37079
2008,Sep,9,51,Gillnet,2.672,11979
2008,Sep,9,51,Line,0.219,1697
2008,Sep,9,52,Fyke,0.163,134
2008,Sep,9,52,Gillnet,4.195,13173
2009,Sep,9,47,Fyke,0.13,355
2009,Sep,9,47,Gillnet,4.354,35373
2009,Sep,9,51,Fyke,0.004,13
2009,Sep,9,51,Gillnet,0.627,8061
2009,Sep,9,52,Fyke,0.043,249
2009,Sep,9,52,Gillnet,3.56,10779
2009,Sep,9,52,Line,0.002,2
2010,Sep,9,47,Fyke,0.075,193
2010,Sep,9,47,Gillnet,5.532,42616
2010,Sep,9,51,Gillnet,1.304,12012
2010,Sep,9,52,Fyke,0.448,346
2010,Sep,9,52,Gillnet,5.824,13066
2010,Sep,9,52,Line,0.005,17
2011,Sep,9,47,Fyke,0.058,199
2011,Sep,9,47,Gillnet,5.951,37436
2011,Sep,9,47,Line,0.006,64
2011,Sep,9,51,Gillnet,1.38,13936
2011,Sep,9,52,Fyke,0.194,126
2011,Sep,9,52,Gillnet,7.47,13839
2012,Sep,9,47,Fyke,0.24,482
2012,Sep,9,47,Gillnet,3.13,38108
2012,Sep,9,51,Gillnet,0.772,12402
2012,Sep,9,52,Fyke,0.278,97
2012,Sep,9,52,Gillnet,3.728,12720
2013,Sep,9,47,Fyke,0.275,485
2013,Sep,9,47,Gillnet,4.34,27971
2013,Sep,9,47,Others,0.007,5
2013,Sep,9,51,Gillnet,0.654,5202
2013,Sep,9,52,Fyke,0.238,186
2013,Sep,9,52,Gillnet,3.686,15433
2014,Sep,9,47,Fyke,0.145,365
2014,Sep,9,47,Gillnet,4.111,31316
2014,Sep,9,47,Others,0.014,7
2014,Sep,9,51,Gillnet,0.413,6388
2014,Sep,9,52,Fyke,0.346,312
2014,Sep,9,52,Gillnet,4.207,14872
2014,Sep,9,52,Others,0.009,5
2015,Sep,9,47,Fyke,0.075,513
2015,Sep,9,47,Gillnet,2.505,21081
2015,Sep,9,51,Fyke,0.016,600
2015,Sep,9,51,Gillnet,0.288,5187
2015,Sep,9,52,Fyke,0.382,235
2015,Sep,9,52,Gillnet,1.851,8002
2016,Sep,9,47,Fyke,0.072,245
2016,Sep,9,47,Gillnet,3.643,28760
2016,Sep,9,51,Gillnet,1.189,3882
2016,Sep,9,52,Fyke,0.495,189
2016,Sep,9,52,Gillnet,2.265,4694
2016,Sep,9,52,Others,0.006,3
2017,Sep,9,47,Fyke,0.079,950
2017,Sep,9,47,Gillnet,1.945,23121
2017,Sep,9,51,Gillnet,0.252,3014
2017,Sep,9,52,Fyke,0.32,150
2017,Sep,9,52,Gillnet,0.726,3602
2017,Sep,9,52,Others,0.02,6
2018,Sep,9,47,Fyke,0.079,184
2018,Sep,9,47,Gillnet,3.078,27020
2018,Sep,9,51,Gillnet,0.33,3471
2018,Sep,9,52,Fyke,0.3,180
2018,Sep,9,52,Gillnet,1.12,3790
2018,Sep,9,52,Others,0.03,10
2019,Sep,9,47,Fyke,0.096,336
2019,Sep,9,47,Gillnet,1.985,24577
2019,Sep,9,51,Fyke,0.018,360
2019,Sep,9,51,Gillnet,0.218,2330
2019,Sep,9,52,Fyke,0.49,120
2019,Sep,9,52,Gillnet,1.116,2059
2019,Sep,9,52,Others,0.018,10
2020,Sep,9,47,Fyke,0.082,376
2020,Sep,9,47,Gillnet,2.77,26572
2020,Sep,9,51,Gillnet,0.351,2692
2020,Sep,9,52,Fyke,1.087,239
2020,Sep,9,52,Gillnet,0.941,1699
2020,Sep,9,52,Others,0.011,5
